filename,C_0,tau_0,R_th_0,T_amp_0,C_1,tau_1,R_th_1,T_amp_1
1735848413532-r1682297-n386398_cleaned.parquet,,,,,204.75720239208974,21.809068256700478,0.10651184916532642,11.06672761185521
17547441897461-r629115-n830961_cleaned.parquet,,,,,142.4511611032523,26.064308795372643,0.18297013933414383,19.724995982195793
17732454456582-r9192091-n851693_cleaned.parquet,,,,,176.81824344255998,39.82622269661314,0.22523819896192343,36.69925475864667
17840665415717-r8062914-n208530_cleaned.parquet,,,,,138.3039648390299,32.633988650771414,0.23595844622931578,12.993241843844338
17748514237423-r1682297-n43543_cleaned.parquet,184.9400968153809,43.25841157721704,0.23390499043806798,29.84867728305479,162.67747583949682,33.59586856336396,0.20651825576953747,27.34473386845921
17397950145461-r8937440-n386398_cleaned.parquet,197.66797163513365,27.9396022059625,0.14134612691597273,25.40480401128529,126.66791594037001,17.847176539104336,0.14089737252412082,22.85567422004043
18080653092863-r3475376-n208530_cleaned.parquet,69.26849324354822,8.03023867535737,0.11592916634007079,11.697943036878971,118.25546951029452,13.81834740965652,0.11685165571520215,10.635449999765951
18105403571228-r5189505-n911952_cleaned.parquet,142.69911325325188,24.89496589043336,0.17445774765433622,23.617484609233028,,,,
18141257410621-r9192091-n976057_cleaned.parquet,,,,,163.12806694848263,30.90672474063022,0.1894629496859719,15.780055709603813
17794411396665-r9720335-n851693_cleaned.parquet,71.32010893549513,8.744242637263415,0.12260557040332161,16.349678363873064,71.82644755396876,8.702506450428803,0.12116019581631039,15.747545249302167
18203079158032-r4327055-n136082_cleaned.parquet,166.12607634591305,32.44768968985252,0.19531966566337783,18.51208844909696,157.06301584848433,25.118816745885262,0.1599282721663571,15.271258849536343
18343192456984-r8062914-n208530_cleaned.parquet,,,,,198.7127599196573,22.016729619764742,0.11079675823870824,8.25501756379129
1680751970347-r7217787-n685852_cleaned.parquet,62.31565171770321,6.896698883704826,0.11067362201309608,14.737638524919713,59.41579685338912,6.808113921908199,0.11458423992372761,14.784829561184896
18576152731460-r9720335-n851693_cleaned.parquet,,,,,163.47121025027482,7.2739903654463705,0.04449707293602264,3.0275618752206253
