filename,min_temp_0,min_temp_1,idle_events_found
87598216727905-r9102715-n685852_cleaned.parquet,33.0,32.0,1
87598216727905-r9192091-n830961_cleaned.parquet,31.0,29.555555555555557,1
87672311839288-r4858666-n386398_cleaned.parquet,26.0,25.0,1
87679496435738-r9040233-n386398_cleaned.parquet,31.9,32.0,1
87681760060729-r8642123-n386398_cleaned.parquet,35.0,33.0,1
87793503084491-r3117156-n208530_cleaned.parquet,34.0,32.0,1
87793503084491-r4822976-n208530_cleaned.parquet,31.0,30.0,1
87914044996489-r6760045-n386398_cleaned.parquet,25.0,26.0,3
87661160948606-r9102715-n43543_cleaned.parquet,33.0,35.0,1
88043493499780-r4327055-n136082_cleaned.parquet,36.0,34.0,1
87899024336923-r3117156-n136082_cleaned.parquet,34.0,32.0,4
86279031913996-r1682297-n976057_cleaned.parquet,29.0,27.0,1
88075937294754-r3405251-n208530_cleaned.parquet,34.0,37.0,1
86575915417480-r3041626-n851693_cleaned.parquet,30.0,29.0,2
88402632389813-r8015356-n911952_cleaned.parquet,27.0,24.444444444444443,1
88565031275774-r3741709-n43543_cleaned.parquet,36.1,34.0,2
88277289833866-r9102715-n851693_cleaned.parquet,32.0,29.0,1
88562092822909-r3741709-n976057_cleaned.parquet,37.0,34.0,1
88782754826777-r629115-n976057_cleaned.parquet,37.0,36.0,1
88677644829181-r9555635-n208530_cleaned.parquet,26.0,23.0,2
88875360595713-r5573787-n386398_cleaned.parquet,33.0,34.0,1
88944962989511-r3741709-n43543_cleaned.parquet,32.0,31.0,2
89128681976773-r5130449-n208530_cleaned.parquet,31.0,29.0,1
89228201657391-r9720335-n386398_cleaned.parquet,32.0,27.3,1
89012490375156-r3041626-n685852_cleaned.parquet,27.0,25.77777777777778,1
89231490203322-r9102715-n685852_cleaned.parquet,30.0,30.0,1
89302036949912-r6760045-n911952_cleaned.parquet,29.0,28.0,2
89547762196235-r5573787-n976057_cleaned.parquet,34.0,32.0,1
89573079658924-r9175025-n386398_cleaned.parquet,30.0,29.0,1
89273408589816-r4229531-n386398_cleaned.parquet,34.0,35.0,1
8845015354813-r9102715-n911952_cleaned.parquet,31.0,30.0,1
8966876280759-r1485405-n851693_cleaned.parquet,32.0,31.0,1
89706756701228-r2100214-n851693_cleaned.parquet,34.0,32.0,1
89706756701228-r2582019-n911952_cleaned.parquet,35.0,33.0,1
89706756701228-r5189505-n685852_cleaned.parquet,33.0,32.0,1
89706756701228-r8333645-n830961_cleaned.parquet,35.0,34.0,1
89706756701228-r8937440-n830961_cleaned.parquet,35.0,33.0,1
89706756701228-r9720335-n851693_cleaned.parquet,36.0,34.0,1
89382704173083-r2652301-n976057_cleaned.parquet,32.888888888888886,31.0,1
89706756701228-r9720335-n911952_cleaned.parquet,37.0,34.0,1
88386704541457-r629115-n386398_cleaned.parquet,28.0,29.0,1043
89889391412141-r4858666-n386398_cleaned.parquet,30.0,29.0,1
90085497325976-r9102715-n976057_cleaned.parquet,26.22222222222222,27.0,3
89966311958893-r6760045-n43543_cleaned.parquet,30.0,29.0,1
90156356526049-r9189566-n911952_cleaned.parquet,27.0,26.0,1
90266096129741-r6272977-n976057_cleaned.parquet,35.666666666666664,32.0,8
90304033163798-r1682297-n830961_cleaned.parquet,32.0,29.0,1
89378636147742-r1457839-n851693_cleaned.parquet,29.0,26.0,2
90344545679921-r6760045-n386398_cleaned.parquet,31.0,32.0,1
90691365247241-r8607415-n386398_cleaned.parquet,27.0,28.0,1
90523701251171-r9535192-n976057_cleaned.parquet,32.0,28.0,1
90791208766523-r1682297-n43543_cleaned.parquet,31.0,29.8,1
90568477639212-r3041626-n911952_cleaned.parquet,26.0,27.0,24
90791208766523-r1682297-n685852_cleaned.parquet,32.0,29.0,1
90791208766523-r7217787-n830961_cleaned.parquet,32.0,29.0,1
90791208766523-r9555635-n139058_cleaned.parquet,31.0,29.333333333333332,1
9099553361391-r9102715-n43543_cleaned.parquet,30.0,31.0,1
90451516908183-r4858666-n386398_cleaned.parquet,30.0,30.0,365
91022115631148-r8642123-n911952_cleaned.parquet,36.111111111111114,35.0,1
9099868475017-r3405251-n208530_cleaned.parquet,29.0,29.0,1
90829426127280-r3879907-n136082_cleaned.parquet,25.0,26.0,4
90247777828691-r8062914-n208530_cleaned.parquet,29.0,28.0,1
91178053377758-r3405251-n208530_cleaned.parquet,32.0,34.0,2
91388800710702-r4858666-n911952_cleaned.parquet,38.0,37.0,1
91276734753190-r2582019-n851693_cleaned.parquet,34.0,31.0,7
91417302450352-r1485405-n851693_cleaned.parquet,33.0,33.0,1
9136688460959-r3041626-n851693_cleaned.parquet,31.0,29.0,2
91325372736801-r4179716-n976057_cleaned.parquet,35.0,35.0,1
91372605682360-r8333645-n386398_cleaned.parquet,29.0,28.0,6
91867417162056-r9040233-n851693_cleaned.parquet,28.0,26.0,1
91868469427040-r3226521-n685852_cleaned.parquet,32.0,32.0,1
91957819216940-r629115-n830961_cleaned.parquet,30.0,29.0,1
92083468019238-r6760045-n386398_cleaned.parquet,27.0,30.0,2
920582314301-r5715171-n139058_cleaned.parquet,29.0,28.0,1
91210428607790-r9040233-n911952_cleaned.parquet,28.0,27.0,1
9297600616540-r3226521-n685852_cleaned.parquet,33.0,30.0,1
91924474831517-r3041626-n685852_cleaned.parquet,28.0,27.0,1
9356351318431-r3475376-n136082_cleaned.parquet,31.0,29.0,1
92050012330584-r3741709-n976057_cleaned.parquet,31.0,28.0,1
949785693141-r5573787-n976057_cleaned.parquet,27.77777777777778,26.0,1
9554249402672-r7217787-n386398_cleaned.parquet,30.0,28.0,1
940186063130-r4179716-n976057_cleaned.parquet,31.0,31.0,7
9641618790564-r9192091-n386398_cleaned.parquet,28.0,26.0,1
9824441051664-r5130449-n136082_cleaned.parquet,32.0,30.0,1
938418581447-r8939293-n136082_cleaned.parquet,28.0,27.22222222222222,1
